,Mean,Std,Min,Max,Median
hist_sim,0.777985115566701,0.1709833450077164,0.00960883180960976,0.9838097270564563,0.8256193499718141
texture_sim,0.8109962059632296,0.12184241623267525,0.48460849761588853,0.9978490789035944,0.8340973518983055
fid_baseline,182.70072067031901,0.0,182.70072067031901,182.70072067031901,182.70072067031901
fid_fake_real,133.3694757557651,0.0,133.3694757557651,133.3694757557651,133.3694757557651
fid_difference,-49.331244914553906,0.0,-49.331244914553906,-49.331244914553906,-49.331244914553906
inception_score,3.064110517501831,0.40852609276771545,3.064110517501831,3.064110517501831,3.064110517501831
